Detailed;;;;;;;
Position X;Position Y;Position Z;Unit;Category;Collection;Time;ID
816,21;817,89;4315,50;um;Spot;Position;1;506
790,59;787,47;4319,59;um;Spot;Position;1;507
794,64;791,66;4326,11;um;Spot;Position;1;508
815,98;819,20;4328,89;um;Spot;Position;1;509
751,01;869,86;4342,68;um;Spot;Position;1;510
716,25;1325,65;4306,90;um;Spot;Position;1;511
625,85;1340,60;4311,79;um;Spot;Position;1;512
717,06;1325,64;4321,20;um;Spot;Position;1;513
924,13;1233,24;4360,60;um;Spot;Position;1;514
795,79;1535,36;4330,19;um;Spot;Position;1;515
762,04;1523,93;4335,51;um;Spot;Position;1;516
1553,65;1525,18;4304,20;um;Spot;Position;1;517
1539,58;1494,58;4308,45;um;Spot;Position;1;518
1500,98;1519,01;4322,07;um;Spot;Position;1;519
1507,46;1481,62;4330,58;um;Spot;Position;1;520
1513,64;1543,87;4339,01;um;Spot;Position;1;521
1506,41;1459,15;4348,89;um;Spot;Position;1;522
1466,33;1462,37;4348,50;um;Spot;Position;1;523
1462,40;1553,14;4350,34;um;Spot;Position;1;524
1459,97;1533,33;4351,83;um;Spot;Position;1;525
1507,06;1460,26;4356,07;um;Spot;Position;1;526
625,63;1099,39;4394,48;um;Spot;Position;1;527
835,63;982,81;4383,20;um;Spot;Position;1;528
863,73;1029,87;4395,26;um;Spot;Position;1;529
947,40;1041,12;4397,58;um;Spot;Position;1;530
947,90;1077,35;4416,50;um;Spot;Position;1;531
1237,55;1066,78;4386,90;um;Spot;Position;1;532
385,20;1130,21;4371,19;um;Spot;Position;1;533
1064,30;1159,97;4409,99;um;Spot;Position;1;534
1341,93;1337,02;4419,34;um;Spot;Position;1;535
1346,84;1347,29;4421,25;um;Spot;Position;1;536
1356,80;1350,72;4419,71;um;Spot;Position;1;537
1404,36;1380,79;4388,01;um;Spot;Position;1;538
1423,66;1379,09;4397,64;um;Spot;Position;1;539
1405,41;1380,79;4399,02;um;Spot;Position;1;540
1395,82;1381,62;4405,42;um;Spot;Position;1;541
1388,49;1369,87;4413,44;um;Spot;Position;1;542
1690,80;1365,47;4412,89;um;Spot;Position;1;543
1322,48;1637,43;4388,20;um;Spot;Position;1;544
1337,42;1619,15;4388,84;um;Spot;Position;1;545
1451,84;1442,30;4367,59;um;Spot;Position;1;546
1476,25;1432,75;4371,04;um;Spot;Position;1;547
1429,33;1417,55;4376,74;um;Spot;Position;1;548
1468,21;1403,67;4380,36;um;Spot;Position;1;549
1430,01;1401,41;4384,54;um;Spot;Position;1;550
1438,85;1420,57;4384,92;um;Spot;Position;1;551
1443,21;1384,61;4386,09;um;Spot;Position;1;552
1421,66;1395,26;4389,76;um;Spot;Position;1;553
1468,37;1403,89;4390,51;um;Spot;Position;1;554
1416,97;1385,80;4396,94;um;Spot;Position;1;555
1402,56;1400,13;4401,26;um;Spot;Position;1;556
1994,15;46,47;4477,38;um;Spot;Position;1;557
2004,94;340,46;4439,69;um;Spot;Position;1;558
1031,29;1103,60;4425,57;um;Spot;Position;1;559
1261,81;1185,75;4434,69;um;Spot;Position;1;560
1330,59;1286,60;4442,60;um;Spot;Position;1;561
1148,60;1185,36;4446,56;um;Spot;Position;1;562
1398,02;1343,26;4428,74;um;Spot;Position;1;563
